product_id,product_name,category,subcategory,importance_level,category_tags,category_count,product_family
19484,هيد اند شولدرز عناية فروة الراس الجافة 350 مل,other,,low,other,1,rice_centric
7303,انفاس جدة معطر جو لبان  300مل,other,,low,other,1,
2737,White Spice Blend,other,,low,other,1,
12757,كلينكس ورق تنشيف مطبخ 3+1,other,,low,other,1,
17470,Nivea Dry Comfort Antiperspirant Spray,other,,low,other,1,
21310,بونتيتا مناديل جيب,other,,low,other,1,
16120,هوتو سماعه سلك مسمار,other,,low,other,1,
24365,بيض بونارت 20جم,protein,eggs,critical,baking|breakfast|cooking|custards|desserts|eggs|ingredient|omelets|protein|ramadan|sauces|saudi_staples|soups,13,
17507,Tide Power Gel Liquid Laundry Detergent for Dark Colors 1.85L,other,,low,other,1,
5764,الخضار كعب الغزال فلين (نسخة),other,,low,other,1,
2942,قودي مكرونة سباغيتي رفيعة 450 جرام رقم 21,grains,pasta,high,grains|ingredient|lasagna|macaroni|pasta|pasta_salad|pasta_sauce|penne|ramadan|spaghetti,10,
17979,تباسكو سيراتشا 300جم,other,,low,other,1,
24000,توب تورتيا خبز تورتيلا حار 10,grains,bread,critical,appetizers|bread|fatayer|fattoush|grains|ingredient|manakish|pita|ramadan|sambousek|sandwiches|saudi_bread|saudi_staples,13,
22716,Maida Golden Chicken Sticks,protein,poultry,critical,biryani|chicken|chicken_soup|dish|grilled_chicken|ingredient|kabsa|machboos|poultry|protein|qeu_category|quaker_soup|ramadan|roasted_chicken|samboosa|saudi|saudi_specialties|saudi_staples|shawarma|shish_tawook,20,
3173,Marami Salted Chips,spices,seasonings,critical,all_recipes|chips|dish|ingredient|jareesh|laban|party_snacks|qeu_category|ramadan|saleeg|salt|saudi|saudi_specialties|saudi_staples|seasonings|snacks|spices,17,chips_snacks
2220,روائح العطارة بهارات الكبسة 160جم,saudi_specialties,kabsa,critical,blend_spices|dish|grilled_meats|ingredient|kabsa|meat_dishes|ramadan|rice_dishes|saudi|saudi_specialties|soups|spices|stews,13,
8377,روائح العطارة بهارات المندي160جم,spices,blend_spices,high,blend_spices|grilled_meats|ingredient|kabsa|meat_dishes|ramadan|rice_dishes|soups|spices|stews,10,
27650,نقانق دجاج مدخن سيارا 340غ,protein,poultry,very_high,biryani|chicken_soup|grilled_chicken|ingredient|kabsa|machboos|poultry|protein|quaker_soup|ramadan|roasted_chicken|samboosa|saudi_staples|shawarma|shish_tawook,15,
10897,فازلين هيلثي برايت سيروم لتفتيح فرط التصبغ والبقع الداكنه 180 مل,spices,warm_spices,critical,chai|coffee|desserts|drinks|ingredient|jareesh|kabsa|ramadan|rice_dishes|saudi_coffee|saudi_staples|spices|warm_spices,13,
9340,سنابل الشهد معمول اسطنبه شكلاته بيضاء 450 جم,protein,eggs,critical,baking|breakfast|cooking|custards|desserts|eggs|ingredient|omelets|protein|ramadan|sauces|saudi_staples|soups,13,
24740,أرياف اكياس نفايات سميك70جالون 1200ك,other,,low,other,1,
27491,كوزمو بيبي فقعات الاستحمام وغسول الاطفال - 500 مل,other,,low,other,1,
8013,باطوق علك عادي 5.4جم*50,other,,low,other,1,
8382,روائح العطارة  فشار حب 330جم,other,,low,other,1,
22253,Green Farms Saudi Mixed Foul 450g,other,,low,other,1,
23307,كوزمو سوفت اند شاين شامبو للشعر الكيرلي بخلاصة البروتين و الفيتامين اي 480مل,beverages,tea,critical,beverages|condiments|desserts|dressings|dried_figs|dried_fruits|fig_jam|fruits|herbal_tea|hot_tea|iced_tea|ingredient|marinades|milk_tea|mint_tea|pickles|ramadan|salad|sauces|saudi_staples|saudi_tea|snacks|tea,23,
23506,كوزمو سوفت اند شاين بلسم مرطب بالأفوكادو والشيا 480مل,beverages,tea,critical,beverages|herbal_tea|hot_tea|iced_tea|ingredient|milk_tea|mint_tea|ramadan|saudi_staples|saudi_tea|tea,11,
27513,كوزمو شامبو بالكرياتين يحمي من التساقط - 480مل,fruits,dried_fruits,low,desserts|dried_figs|dried_fruits|fig_jam|fruits|ingredient|snacks,7,
7129,امريكانا شابورة بر,other,,low,other,1,
19159,العلالي مربي المشمش,fruits,dried_fruits,very_high,apricot_jam|desserts|dried_fruits|fruits|ingredient|qamar_al_din|ramadan|saudi_staples|snacks,9,
19725,Peeled Tomatoes,vegetables,tomatoes,critical,dish|dolma|ingredient|jareesh|kabsa|matazeez|qeu_category|ramadan|rice_dishes|salads|sambousek|sauces|saudi|saudi_specialties|saudi_staples|soups|stews|tomatoes|vegetables,19,
9760,سيباميد شامبو اطفال 150مل,other,,low,other,1,
16817,غارنييه كريم الشعر أولترا دو أفوكادو أويل 200 مل,other,,low,other,1,
27981,عود لافر معمول الفخامة 185جم,other,,low,other,1,
27987,عود لافر معمول امير العود الفاخر 185جم,other,,low,other,1,
20427,هرفي حلقات البصل 200 جرام,vegetables,allium,critical,allium|fried_onions|ingredient|jareesh|kabsa|matazeez|meat_dishes|ramadan|rice_dishes|salads|sauces|saudi_staples|soups|stews|vegetables,15,
1778,Glo Curly Hair Cream – 200g,other,,low,non_food|other,2,
3088,Lokma Adult Cat Wet Food Chicken Chunks & Cheese - 400g,protein,poultry,critical,appetizers|baking|biryani|cheese|chicken|chicken_soup|dairy|desserts|dish|grilled_chicken|ingredient|kabsa|machboos|pasta|pizza|poultry|protein|qeu_category|quaker_soup|ramadan|roasted_chicken|salads|samboosa|samboosa_cheese|sandwiches|saudi|saudi_specialties|saudi_staples|shawarma|shish_tawook,30,cheese
13536,لقمه طعام القطط البالغه ديك رومي ومرق400جم,other,,low,other,1,
13537,لقمه طعام القطط البالغه الدجاج في المرق400جم,protein,poultry,very_high,biryani|chicken_soup|grilled_chicken|ingredient|kabsa|machboos|poultry|protein|quaker_soup|ramadan|roasted_chicken|samboosa|saudi_staples|shawarma|shish_tawook,15,
16282,Himalaya Anti-Hair Fall Shampoo with Castor Oil & Caffeine 350ml,other,,low,non_food|other,2,
16936,Ariel Blue with a Touch of Downy (Powder) - 2.25kg,other,,low,other,1,
27487,كوزمو صنفرة للوجه والجسم بالتوت 500مل,other,,low,other,1,
8023,Car-Themed Chewing Gum 20×12.5g,other,,low,other,1,
19635,داوني منعم الملابس المركز 2 لتر نسيم الوادي,other,,low,other,1,
11787,فيليدا مكنسة ايكو,other,,low,other,1,
14435,Marami French Cheese Potato Chips Family Pack 100g,dairy,cheese,critical,appetizers|baking|cheese|chips|dairy|desserts|dish|fried_potatoes|ingredient|kabsa|maqluba|moussaka|party_snacks|pasta|pizza|qeu_category|ramadan|roasted_vegetables|salads|samboosa|samboosa_cheese|sandwiches|saudi|saudi_specialties|saudi_staples|snacks|soups|tubers|vegetables,29,chips_snacks
18319,Al Batal Curls (Corn Puffs) - 16 x 10g Pack,vegetables,grains_vegetables,low,corn_dishes|corn_salad|corn_soup|grains_vegetables|ingredient|sweet_corn|vegetables,7,
19456,Nova Watermelon Flavored Gum - 50 Pieces Bottle,beverages,water,critical,beverages|dish|fresh_watermelon|fruit_salad|fruits|ingredient|laban|qamar_al_din|qeu_category|ramadan|saudi|saudi_coffee|saudi_specialties|snacks|vimto|water|watermelon|watermelon_juice,18,
27671,دوريتوس بنكهه الجبنة 311.8 جم,dairy,cheese,very_high,appetizers|baking|cheese|dairy|desserts|ingredient|pasta|pizza|ramadan|salads|samboosa_cheese|sandwiches|saudi_staples,13,cheese
157,"Power Mix ""X"" Air Freshener - Wild Berry",other,,low,other,1,
4659,باور مكس اكس خوخ,other,,low,other,1,
7283,Anfas Jeddah Tree Air Freshener - Strawberry Scent,other,,low,other,1,
11899,حدائق كاليفورنيا - فطر مشروم قطع، 425 جرام,other,,low,other,1,
17264,فرشلي خل ابيض جالون  3.78 لتر,protein,eggs,critical,baking|breakfast|condiments|cooking|custards|desserts|dressings|eggs|ingredient|marinades|omelets|pickles|protein|ramadan|salad|sauces|saudi_staples|soups,18,
18130,كريم شعر بانتين بروفي بديل الزيت أكثر كثافة 275مل,fruits,dried_fruits,low,desserts|dried_figs|dried_fruits|fig_jam|fruits|ingredient|snacks,7,
17665,الصافي زبادي يوناني توت مشكل 150 جم,dairy,dairy_products,critical,dairy|dairy_products|desserts|dips|drinks|ingredient|laban|labneh|marinades|ramadan|salads|sauces|saudi_staples|smoothies|soups,15,
4918,Al-Suhool Al-Khudra Shawarma Spices 75g,spices,matazeez,critical,dish|matazeez|qeu_category|quaker_soup|ramadan|samboosa|saudi|saudi_specialties|spices,9,
5183,اكوادور بازاليا 400جم,other,,low,other,1,
8183,Zaiqa Meat Pickle (Achar) Masala - 50g,saudi_specialties,matazeez,critical,dish|matazeez|ramadan|saudi|saudi_specialties,5,
6227,Flying Game,other,,low,other,1,
4836,Arqa Apricot Jam 380g,fruits,dried_fruits,very_high,apricot_jam|desserts|dried_fruits|fruits|ingredient|qamar_al_din|ramadan|saudi_staples|snacks,9,
11823,حدائق كاليفورنيا بازيلاء مطبوخة 400جم,other,,low,other,1,
22709,كواليكو دجاج مجمد 10×700 جم (كرتون),protein,poultry,very_high,biryani|chicken_soup|grilled_chicken|ingredient|kabsa|machboos|poultry|protein|quaker_soup|ramadan|roasted_chicken|samboosa|saudi_staples|shawarma|shish_tawook,15,
6525,Trash Bags Roll,other,,low,other,1,
27286,بارودنت اكيف فرشة اسنان الحساسة فائقة النوعومة 2*1,other,,low,other,1,
3874,ديمو فرشة يدوي طويل,other,,low,other,1,
7809,Energy Quick Cooking Oats with Vanilla - 320g,grains,oats,critical,baking|cakes|custards|desserts|dish|drinks|flavoring_extracts|flavorings|grains|ice_cream|ingredient|oat_bread|oatmeal|oats|qeu_category|quaker_soup|ramadan|saudi|saudi_specialties|saudi_staples|smoothies|vanilla,22,
8544,Reef Al-Wataniya Mixed Fruit Slices - 425g,other,,low,other,1,
11856,فيولا زيت اللوز الحلو 125 مل,nuts,nuts,very_high,baking|cakes|desserts|garnishes|ingredient|kabsa|nuts|ramadan|rice_dishes|saudi_staples|snacks,11,
13351,La Roche-Posay Cicaplast Mains Barrier Repairing Hand Cream - 50ml,dairy,dairy_products,critical,baking|coffee|cream|dairy|dairy_products|desserts|ice_cream|ingredient|qeu_category|sauces|soups,11,
14073,مارفيس معجون اسنان بالياسمين والنعناع 85 مل,herbs,fresh_herbs,high,desserts|dips|drinks|fresh_herbs|herbs|ingredient|jallab|laban|ramadan|salads|sauces|tea,12,
15291,ناو زيت بذور العنب118 مل,fruits,fruits,medium,desserts|fresh_grapes|fruits|grape_juice|ingredient|raisins,6,
17408,Vim Fresh Active Refreshing Wash for Intimate Areas,other,,low,other,1,
20875,بانوكسيل صابون بار علاج حب الشباب 113 جرام,other,,low,other,1,
20921,Johnson's Liquid Soap with Rose Water,other,,low,non_food|other,2,
23597,Neom Gardens Stuffed Grape Leaves Spicy 300g,other,,low,other,1,
7198,انجوي حلاوة لازالة الشعر بالالوفيرا 250 جرام,other,,low,other,1,
9381,سنابل الشهد معمول كليجا لوكس 450 جم,other,,low,other,1,
7526,اوليانا جبنة حلوم قابلة للشوي 225 جرام,dairy,cheese,very_high,appetizers|baking|cheese|dairy|desserts|ingredient|pasta|pizza|ramadan|salads|samboosa_cheese|sandwiches|saudi_staples,13,cheese
18960,داناو عصير البرتقال والموز والفراولة 6×160 مل (نسخة),fruits,citrus,high,breakfast|cakes|citrus|desserts|fruit_salads|fruits|ingredient|juices|ramadan|smoothies|snacks|tropical_fruits,12,
20156,Extra Mint Bubble,herbs,fresh_herbs,critical,desserts|dips|dish|drinks|fresh_herbs|herbs|ingredient|jallab|laban|mint|qeu_category|ramadan|salads|sauces|saudi|saudi_specialties|tea,17,
20629,لبن الصافي كامل الدسم 2.9 لتر,saudi_specialties,laban,critical,dish|laban|ramadan|saudi|saudi_specialties,5,milk_dairy
21540,أكتيفيا لبن قليل الدسم,saudi_specialties,laban,critical,dish|laban|ramadan|saudi|saudi_specialties,5,milk_dairy
27490,كوزمو بيبي غسول اطفال منعش - 500 مل,other,,low,other,1,
1787,جلي فواكة حصالة 15 جم,other,,low,other,1,
3593,Ketchup Flavored Potato Chips 21×12g (Bag),vegetables,tubers,very_high,chips|fried_potatoes|ingredient|kabsa|maqluba|moussaka|party_snacks|qeu_category|ramadan|roasted_vegetables|salads|saudi_staples|snacks|soups|tubers|vegetables,16,chips_snacks
17479,Damla Watermelon Flavor Fruit Jelly - 150g,beverages,water,critical,beverages|dish|fresh_watermelon|fruit_salad|fruits|ingredient|laban|qamar_al_din|qeu_category|ramadan|saudi|saudi_coffee|saudi_specialties|snacks|vimto|water|watermelon|watermelon_juice,18,
15460,نسكافية كابوتشينو كيس 20×19.3 جم,other,,low,other,1,
4630,Unifood Orzo Pasta 400g,grains,pasta,critical,frequent_purchase|grains|ingredient|lasagna|macaroni|pasta|pasta_salad|pasta_sauce|penne|qeu_category|ramadan|spaghetti,12,
14399,مذاق زمان صوص الباربكيو 530 جم,other,,low,other,1,
15671,نون شامبو اطفال 200مل,other,,low,other,1,
18149,Sassou Olive Oil,oils,cooking_oils,critical,breads|cooking|cooking_oils|dips|dressings|ingredient|marinades|oils|olive_oil|qeu_category|ramadan|salads,12,
20227,فرشلي سردين صلصة الطماطم 215جم,vegetables,tomatoes,critical,dolma|ingredient|kabsa|matazeez|ramadan|rice_dishes|salads|sambousek|sauces|saudi_staples|soups|stews|tomatoes|vegetables,14,
23449,نونو كريم لطيف 100 مل,other,,low,other,1,
12362,كاندي خليط كيك بان كيك 500جم,condiments,condiments,medium,condiments|dressings|ingredient|marinades|pickles|salad|sauces,7,
12367,كاندي خليط كيك  مفن فانيليا500جم,flavorings,flavoring_extracts,medium,baking|cakes|condiments|custards|desserts|dressings|drinks|flavoring_extracts|flavorings|ice_cream|ingredient|marinades|pickles|salad|sauces,15,
4725,Milk Powder 900g,dairy,dairy_products,critical,baking|cereals|chocolate_biscuit_dessert|chocolate_dessert|cooking|dairy|dairy_products|desserts|dish|drinks|ingredient|milk|milkshakes|qeu_category|ramadan|saleeg|saudi|saudi_specialties|saudi_staples,19,milk_dairy
5853,الربيع  ابو جبل شاي اوراق كاملة 750جم,beverages,tea,critical,beverages|herbal_tea|hot_tea|iced_tea|ingredient|milk_tea|mint_tea|ramadan|saudi_staples|saudi_tea|tea,11,
18653,Victoria Whole Chickpeas (Large) - 580g,legumes,chickpeas,very_high,chickpea_curry|chickpeas|falafel|fatayer|fattet_hummus|harira|hummus|ingredient|legumes|pea_salad|pea_soup|peas|qeu_category|ramadan|rice_dishes|salads|saudi_staples|stews,18,
25168,أرياف اكياس نفايات رول 10جالون 3+1,other,,low,other,1,
6079,جولدن فيلدز كاتشب جالون 5كيلو,other,,low,other,1,
8356,روائح العطارة البهارات السبع 160جم,spices,blend_spices,high,blend_spices|grilled_meats|ingredient|kabsa|meat_dishes|ramadan|rice_dishes|soups|spices|stews,10,
8375,روائح العطارة بهارات اللحم 160جم,spices,blend_spices,high,blend_spices|grilled_meats|ingredient|kabsa|meat_dishes|ramadan|rice_dishes|soups|spices|stews,10,
16178,هومي خل ابيض 3.78لتر,protein,eggs,critical,baking|breakfast|condiments|cooking|custards|desserts|dressings|eggs|frequent_purchase|ingredient|marinades|omelets|pickles|protein|ramadan|salad|sauces|saudi_staples|soups,19,
21707,سنابل الكرم فلفل احمر مجروش 120جم,vegetables,nightshades,medium,fajitas|grilled_peppers|ingredient|nightshades|rice_dishes|salads|stuffed_peppers|vegetables,8,
22435,Esnad Mahshi (Stuffed Veggies) Seasoning - 200g,other,,low,other,1,
26146,ساديا دجاج مجمد 10×1200جم,protein,poultry,very_high,biryani|chicken_soup|grilled_chicken|ingredient|kabsa|machboos|poultry|protein|quaker_soup|ramadan|roasted_chicken|samboosa|saudi_staples|shawarma|shish_tawook,15,
14536,مزيل العرق ريكسونا موشن سنس بينك بلش 200مل,other,,low,other,1,
14671,Caesar Dressing Sauce - 237ml,other,,low,other,1,
15959,Herfy spicy chicken nuggets,protein,poultry,critical,biryani|chicken|chicken_soup|dish|grilled_chicken|ingredient|kabsa|machboos|poultry|protein|qeu_category|quaker_soup|ramadan|roasted_chicken|samboosa|saudi|saudi_specialties|saudi_staples|shawarma|shish_tawook,20,
21313,Bonita Max Roll Tissues - 700g,other,,low,other,1,
617,Gummy Bear Candy 24×10 g,other,,low,other,1,
24919,Lestello Rice Cakes with Himalayan Salt - 135g,spices,seasonings,critical,all_recipes|biryani|dish|fried_rice|grains|ingredient|jareesh|kabsa|laban|machboos|mandi|maqluba|qeu_category|quzi|ramadan|rice|rice_salad|saleeg|salt|saudi|saudi_specialties|saudi_staples|seasonings|spices|stuffed_peppers,25,rice_centric
6942,الوجبة الذهبية أرز 10كيلو,grains,rice,critical,biryani|fried_rice|grains|ingredient|jareesh|kabsa|machboos|mandi|maqluba|quzi|ramadan|rice|rice_salad|saleeg|saudi_staples|stuffed_peppers,16,rice_centric
19151,زيلو كولا 24×10جم (نسخة),other,,low,other,1,
22939,ابو سنبلتين - أرز مزة هندي بسمتي  5كجم,grains,rice,critical,biryani|desserts|dried_figs|dried_fruits|fig_jam|fried_rice|fruits|grains|ingredient|jareesh|kabsa|machboos|mandi|maqluba|quzi|ramadan|rice|rice_salad|saleeg|saudi_staples|snacks|stuffed_peppers,22,rice_centric
1833,Belvita Cardamom Cookies,spices,warm_spices,critical,cardamom|chai|coffee|desserts|dish|drinks|ingredient|jareesh|kabsa|qeu_category|ramadan|rice_dishes|saleeg|saudi|saudi_coffee|saudi_specialties|saudi_staples|spices|warm_spices,19,
18559,مكنسة فيليدا داخلية بعصا,condiments,condiments,medium,condiments|dressings|ingredient|marinades|pickles|salad|sauces,7,
9818,Cetaphil Moisturizing Cream for Dry & Sensitive Skin 100g,dairy,dairy_products,critical,baking|coffee|cream|dairy|dairy_products|desserts|ice_cream|ingredient|qeu_category|sauces|soups,11,
17830,Herbal Essences Arabica Coffee Fruit Conditioner - 400ml,other,,low,non_food|other,2,
17541,Luna Beans in Spicy Sauce 380g,legumes,beans,very_high,bean_salads|beans|fasolia|ingredient|kidney_beans|legumes|lobiya|qeu_category|ramadan|soups|stews,11,
2633,سكين 1004‏ امبولة سينتيلا بروبيو سيكا المكثفة ، 50 مل -,other,,low,other,1,
13357,La Roche-Posay Toleriane Dermo-Cleanser - Wipe-off Milk - 200ml,dairy,dairy_products,critical,baking|cereals|chocolate_biscuit_dessert|chocolate_dessert|cooking|dairy|dairy_products|desserts|dish|drinks|ingredient|milk|milkshakes|qeu_category|ramadan|saleeg|saudi|saudi_specialties|saudi_staples,19,milk_dairy
18320,الصافي قشطه طازجة 100 جم,other,,low,other,1,
23917,لوكا مرطب الشفاه المغذي فانيلا سويرل 01,other,,low,other,1,
1779,Glow Charcoal & Keratin Smooth Hair Cream - 200g,other,,low,non_food|other,2,
15565,نما الابداع اكياس نايلون مقاس 8,other,,low,other,1,
17340,Fine Baby Jumbo Diapers Size 5,other,,low,other,1,
21268,Heart-Shaped Lollipop Paper Pack 40×14g,other,,low,other,1,
27511,بيوتي سستم مناديل تنظيف العبايات - 25 منديل,other,,low,other,1,
20038,سنابل الكرم زعتر بري 120جم,spices,middle_eastern_spices,high,bread|dips|fatayer|ingredient|manakish|marinades|middle_eastern_spices|ramadan|salads|spices,10,
3089,Lokma Adult Cat Wet Food Chicken Chunks & Duck - 400g,protein,poultry,critical,biryani|chicken|chicken_soup|dish|grilled_chicken|ingredient|kabsa|machboos|poultry|protein|qeu_category|quaker_soup|ramadan|roasted_chicken|samboosa|saudi|saudi_specialties|saudi_staples|shawarma|shish_tawook,20,
24352,اسناد دقة مديني 200 جرام,other,,low,other,1,
8024,Batook Mastic Chewing Gum - Bulk Pack (100 x 260g),other,,low,other,1,
23023,فيش شاحن جداري منفذين,other,,low,other,1,
14237,ماين كرافت شور جل وشامبو اطفال 500 مل,other,,low,other,1,
18145,Herfy chicken popcorn 400g,protein,poultry,critical,biryani|chicken|chicken_soup|corn_dishes|corn_salad|corn_soup|dish|grains_vegetables|grilled_chicken|ingredient|kabsa|machboos|poultry|protein|qeu_category|quaker_soup|ramadan|roasted_chicken|samboosa|saudi|saudi_specialties|saudi_staples|shawarma|shish_tawook|sweet_corn|vegetables,26,
3235,ندى عصير ليمون نعناع 1.30 لتر,fruits,citrus,high,citrus|desserts|dips|drinks|fresh_herbs|fruits|herbs|ingredient|jallab|laban|marinades|ramadan|rice_dishes|salad_dressings|salads|sauces|soups|tea,18,
24340,جود فود خليط العسل 1.5 كجم,baking,sweeteners,very_high,baking|condiments|desserts|dressings|drinks|ingredient|marinades|pickles|ramadan|salad|sauces|saudi_staples|sweeteners|tea,14,
17151,تودي شوكولاتة غامقة باللوز المحمص بدون سكر مضاف 60جم,legumes,chickpeas,very_high,baking|cakes|chickpea_curry|chickpeas|chocolate_bars|chocolate_biscuit_dessert|confectionery|desserts|drinks|falafel|fatayer|fattet_hummus|garnishes|harira|hummus|ingredient|kabsa|legumes|nuts|ramadan|rice_dishes|salads|saudi_staples|snacks|stews,25,
17724,تودي شوكولاتة حليب كرسبي بدون سكر مضاف 60جم,dairy,dairy_products,critical,baking|cereals|chocolate_bars|chocolate_biscuit_dessert|chocolate_dessert|confectionery|cooking|dairy|dairy_products|desserts|drinks|ingredient|milkshakes|ramadan|saleeg|saudi_staples|snacks,17,milk_dairy
19610,تودي شوكولاتة بندق بالحليب بدون سكر مضاف 60جم,dairy,dairy_products,critical,baking|cereals|chocolate_bars|chocolate_biscuit_dessert|chocolate_dessert|confectionery|cooking|dairy|dairy_products|desserts|drinks|ingredient|milkshakes|ramadan|saleeg|saudi_staples|snacks,17,milk_dairy
21485,تودي لوح شوكولاتة ستيفيا حليب بالفستق الحلبي بالبندق 60جم,saudi_specialties,laban,critical,baking|baklava|cereals|chocolate_bars|chocolate_biscuit_dessert|chocolate_dessert|confectionery|cooking|dairy|dairy_products|desserts|dish|drinks|garnishes|ice_cream|ingredient|kunafa|laban|milkshakes|nuts|ramadan|rice_dishes|saleeg|saudi|saudi_specialties|saudi_staples|snacks,27,milk_dairy
21531,تودي لوح شوكولاتة غامقة بالبندق بدون سكر مضاف 60جم,saudi_specialties,laban,critical,baking|chocolate_bars|chocolate_biscuit_dessert|confectionery|desserts|dish|drinks|ingredient|laban|ramadan|saudi|saudi_specialties|snacks,13,milk_dairy
21820,تودي لوح شوكولاتة بالحليب والقهوة بدون سكر مضاف 60جم,dairy,dairy_products,critical,baking|cereals|chocolate_bars|chocolate_biscuit_dessert|chocolate_dessert|confectionery|cooking|dairy|dairy_products|desserts|drinks|ingredient|milkshakes|ramadan|saleeg|saudi_staples|snacks,17,milk_dairy
22796,تودي لوح شوكولاتة حليب بالكاجو بدون سكر مضاف 60جم,dairy,dairy_products,critical,baking|cereals|chocolate_bars|chocolate_biscuit_dessert|chocolate_dessert|confectionery|cooking|dairy|dairy_products|desserts|drinks|ingredient|milkshakes|ramadan|saleeg|saudi_staples|snacks,17,milk_dairy
4027,Cetaphil Baby Face and Body Wash & Shampoo 400ml,other,,low,non_food|other,2,
17781,Garnier Ultra Doux Healing Castor Shampoo,other,,low,non_food|other,2,
17811,Ultra Do Rice Water Leave-In,beverages,water,critical,beverages|biryani|dish|fried_rice|grains|ingredient|jareesh|kabsa|laban|machboos|mandi|maqluba|qamar_al_din|qeu_category|quzi|ramadan|rice|rice_salad|saleeg|saudi|saudi_coffee|saudi_specialties|saudi_staples|stuffed_peppers|vimto|water,26,rice_centric
2030,Alkhair Cardamom Tea,beverages,tea,critical,beverages|cardamom|chai|coffee|desserts|dish|drinks|herbal_tea|hot_tea|iced_tea|ingredient|jareesh|kabsa|milk_tea|mint_tea|qeu_category|ramadan|rice_dishes|saleeg|saudi|saudi_coffee|saudi_specialties|saudi_staples|saudi_tea|spices|tea|warm_spices,27,
11157,فرشلي فشار الميكروويف زبدة الطبيعية 3.5اونز,dairy,dairy_products,high,baking|bread|chocolate_dessert|cooking|dairy|dairy_products|desserts|ingredient|ramadan|sauces,10,ghee_fats
21269,Crazy Strawberry Lollipop Paper 9g*35,other,,low,other,1,
15297,Nando’s Hot Chili Sauce 125g,other,,low,other,1,
14227,مايسترو منتفخات الذرة بالجبنة الفرنسية 14×12 جرام,dairy,cheese,very_high,appetizers|baking|cheese|corn_dishes|corn_salad|corn_soup|dairy|desserts|grains_vegetables|ingredient|pasta|pizza|ramadan|salads|samboosa_cheese|sandwiches|saudi_staples|sweet_corn|vegetables,19,cheese
20323,كريم كاب صنفرة ومقشر 500 مل,other,,low,other,1,
10369,صانسيلك بلسم شعر اسود لمعان  340 مل,other,,low,other,1,
10370,صانسيلك شامبو تجديد فوري للشعر التالف 700 مل,other,,low,other,1,
14223,مايدا نقانق دجاج 340جم,protein,poultry,very_high,biryani|chicken_soup|grilled_chicken|ingredient|kabsa|machboos|poultry|protein|quaker_soup|ramadan|roasted_chicken|samboosa|saudi_staples|shawarma|shish_tawook,15,
18237,Dove Roll-On Deodorant with Pomegranate,other,,low,non_food|other,2,
18257,Burt Plus Almond Oil Shampoo,other,,low,non_food|other,2,
24418,Latansa Coconut Milk 400g,dairy,dairy_products,critical,baking|beverages|cereals|chocolate_biscuit_dessert|chocolate_dessert|coconut_milk|cooking|dairy|dairy_alternatives|dairy_products|desserts|dish|drinks|healthy_drinks|hydration|ingredient|milk|milkshakes|qeu_category|ramadan|saleeg|saudi|saudi_specialties|saudi_staples|smoothies,25,milk_dairy
16296,هيمالايا صابون منعش بالخيار 125 جم (حبة 6),vegetables,cucumbers,high,cucumbers|fattoush|ingredient|jajik|pickles|salads|snacks|vegetables|yogurt_dips,9,
16392,وادي فاطمة شبيه جبنة 500جرام,dairy,cheese,very_high,appetizers|baking|cheese|dairy|desserts|ingredient|pasta|pizza|ramadan|salads|samboosa_cheese|sandwiches|saudi_staples,13,cheese
20709,Taleen Oil,other,,low,other,1,
7942,تروبيكانا سلم سكر 100×12جم,other,,low,other,1,
17942,Coopoliva Pitted Black Olives - 75g,other,,low,other,1,
624,بورقات  حلوى الجيلي كولا80جم,other,,low,other,1,
18443,يوسيرين كريم ليلي بتركيبة الريتينول و Q10 المضاد للتجاعيد 48ج,fruits,dried_fruits,low,desserts|dried_figs|dried_fruits|fig_jam|fruits|ingredient|snacks,7,
23411,سويت قو جوسي تفاح قلم 50 جم,fruits,fruits,high,apple_juice|apple_salad|desserts|fresh_apple|fruits|ingredient|snacks,7,
18092,Gouda Tartar Sauce,other,,low,other,1,
18944,Silk Moisturizing Body Lotion 250ml,other,,low,non_food|other,2,
18106,Gandour Tamria (Date Filled Biscuits) - 70.5g,snacks,cookies,high,biscuits|chocolate_biscuit_dessert|cookies|desserts|ingredient|qeu_category|ramadan|snacks|tea_biscuits,9,
21092,Cheese Flavored Pretzels - 125g,dairy,cheese,critical,appetizers|baking|cheese|dairy|desserts|dish|ingredient|pasta|pizza|qeu_category|ramadan|salads|samboosa|samboosa_cheese|sandwiches|saudi|saudi_specialties|saudi_staples,18,cheese
21098,Salted Pretzels - 125g,spices,seasonings,critical,all_recipes|dish|ingredient|jareesh|laban|qeu_category|ramadan|saleeg|salt|saudi|saudi_specialties|saudi_staples|seasonings|spices,14,
13911,ليبتون شاي العلامة الصفراء 400جم,beverages,tea,critical,beverages|herbal_tea|hot_tea|iced_tea|ingredient|milk_tea|mint_tea|ramadan|saudi_staples|saudi_tea|tea,11,
16148,Hoto Mouse (1),other,,low,other,1,
25523,باستا زارا سباغيتي 400 جم,other,,low,other,1,
7191,انجوي حلاوة لازالة الشعر بالعكر الفاسي 250 جرام,other,,low,other,1,
9940,سيروم سيليماكس الريتينول لشد البشرة من ميديكيوب - 30 مل,fruits,dried_fruits,low,desserts|dried_figs|dried_fruits|fig_jam|fruits|ingredient|snacks,7,
