product_a,product_b,pair_count,score
3300,21941,3,0.19
3300,23242,3,0.19
3946,4584,3,0.19
3946,21941,3,0.19
3946,23242,3,0.19
4584,5302,3,0.19
4584,21941,3,0.19
4584,23242,3,0.19
3643,25560,3,0.19
17299,17699,3,0.19
17699,20337,3,0.19
17699,22295,3,0.19
20337,21941,3,0.19
21941,23242,3,0.19
1868,4584,3,0.19
1868,21941,3,0.19
25560,25820,3,0.19
51,4249,3,0.19
4139,9229,3,0.19
4139,25986,3,0.19
9229,25986,3,0.19
20383,25986,3,0.19
21374,26593,3,0.19
21374,29581,3,0.19
1807,8852,3,0.19
6723,25560,3,0.19
5701,20219,3,0.19
5773,20219,3,0.19
11772,24832,3,0.19
5302,21941,3,0.19
5302,23242,3,0.19
2586,8496,3,0.19
8496,22547,3,0.19
5783,21308,3,0.19
5287,17384,3,0.19
1812,17421,3,0.19
17421,26064,3,0.19
2867,5673,3,0.19
5670,27234,3,0.19
5673,27647,3,0.19
24576,27234,3,0.19
20050,26552,3,0.19
1845,5701,3,0.19
17945,27221,3,0.19
5670,24576,3,0.19
4212,4852,3,0.19
24832,28396,3,0.19
2551,24754,3,0.19
5790,17674,3,0.19
8285,21309,3,0.19
5806,20337,3,0.19
25987,29581,3,0.19
25990,29581,3,0.19
15232,25560,3,0.19
16988,20307,3,0.19
3451,5688,3,0.19
28107,29289,3,0.19
3451,21466,3,0.19
1889,19848,3,0.19
20109,26593,3,0.19
20109,29581,3,0.19
7000,22693,3,0.19
16988,28275,3,0.19
21000,25560,3,0.19
11984,28138,3,0.19
4726,29581,3,0.19
17299,17835,3,0.19
5698,6003,3,0.19
26594,27898,3,0.19
5746,23973,3,0.19
4611,5773,3,0.19
5042,22339,3,0.19
28107,28275,3,0.19
1946,4062,3,0.19
1946,11428,3,0.19
4219,6414,3,0.19
26593,27898,3,0.19
5782,24032,3,0.19
5676,19590,3,0.19
5772,19590,3,0.19
1853,21999,3,0.19
1946,5302,3,0.19
3961,25560,3,0.19
1439,2867,3,0.19
1439,6003,3,0.19
1439,21654,3,0.19
1788,21654,3,0.19
2867,21654,3,0.19
3770,21654,3,0.19
5193,21654,3,0.19
6003,21654,3,0.19
2501,19590,3,0.19
25157,28138,3,0.19
10746,18963,3,0.19
1788,12959,3,0.19
4852,28209,3,0.19
4852,28362,3,0.19
4852,28370,3,0.19
19455,28209,3,0.19
19455,28362,3,0.19
19455,28370,3,0.19
28209,28362,3,0.19
28209,28370,3,0.19
28362,28370,3,0.19
3430,22693,3,0.19
1825,23061,3,0.19
12928,21309,3,0.19
21309,23061,3,0.19
51,19455,3,0.19
51,28370,3,0.19
823,4852,3,0.19
5670,22103,3,0.19
1889,4107,3,0.19
1378,1765,3,0.19
823,19455,3,0.19
823,28209,3,0.19
823,28362,3,0.19
823,28370,3,0.19
60,12928,3,0.19
60,21309,3,0.19
60,23061,3,0.19
1825,12928,3,0.19
1825,21309,3,0.19
2778,2779,3,0.19
2778,3841,3,0.19
4549,8352,3,0.19
1267,25560,3,0.19
6538,20764,3,0.19
4564,9549,3,0.19
2778,9757,3,0.19
2778,14973,3,0.19
2778,27181,3,0.19
2779,3841,3,0.19
2779,9757,3,0.19
2779,14973,3,0.19
5702,6003,3,0.19
5746,23974,3,0.19
14973,27181,3,0.19
10175,28275,3,0.19
20853,21425,3,0.19
20853,22810,3,0.19
21425,22810,3,0.19
22810,28497,3,0.19
4170,29289,3,0.19
14644,19590,3,0.19
5781,22198,3,0.19
5786,22198,3,0.19
4564,24425,3,0.19
1618,4549,3,0.19
1618,5193,3,0.19
1618,5671,3,0.19
1618,5685,3,0.19
1618,5691,3,0.19
1618,5746,3,0.19
1618,5781,3,0.19
1618,5786,3,0.19
1618,22198,3,0.19
4549,22198,3,0.19
5671,22198,3,0.19
9851,24749,3,0.19
2116,2868,3,0.19
5685,22198,3,0.19
5691,22198,3,0.19
5746,22198,3,0.19
4502,25560,3,0.19
2779,27181,3,0.19
3841,9757,3,0.19
3841,14973,3,0.19
3841,27181,3,0.19
9757,14973,3,0.19
9757,27181,3,0.19
51,20853,3,0.19
1788,27637,3,0.19
2551,20109,3,0.19
6710,19568,3,0.19
5671,5781,3,0.19
8560,26064,3,0.19
13771,23918,3,0.19
3355,21000,3,0.19
16393,21000,3,0.19
51,11474,3,0.19
51,14644,3,0.19
1468,2697,3,0.19
19590,20468,3,0.19
1439,29581,3,0.19
8852,12758,3,0.19
51,22208,3,0.19
51,22733,3,0.19
3357,11352,3,0.19
3357,22733,3,0.19
3357,22840,3,0.19
2551,11250,3,0.19
4549,11250,3,0.19
4564,24487,3,0.19
4564,24489,3,0.19
5790,11250,3,0.19
1934,3643,3,0.19
17896,20919,3,0.19
3357,26593,3,0.19
3357,29581,3,0.19
11352,22733,3,0.19
22733,22840,3,0.19
22733,26593,3,0.19
22733,29581,3,0.19
25488,28139,3,0.19
51,6694,3,0.19
20822,24832,3,0.19
14630,20109,3,0.19
1900,4270,3,0.19
25560,28107,3,0.19
1765,17074,3,0.19
14216,17074,3,0.19
17074,22693,3,0.19
5782,10954,3,0.19
6516,16636,3,0.19
10746,25764,3,0.19
1852,29101,3,0.19
19590,29101,3,0.19
21991,29101,3,0.19
27267,29101,3,0.19
11250,18963,3,0.19
57,17945,3,0.19
1900,15702,3,0.19
1900,19234,3,0.19
1900,20072,3,0.19
1900,24730,3,0.19
4270,15702,3,0.19
4270,19234,3,0.19
4270,20072,3,0.19
4270,24730,3,0.19
2135,7940,3,0.19
2135,18662,3,0.19
2371,4564,3,0.19
4852,21793,3,0.19
1794,21397,3,0.19
7940,18885,3,0.19
7940,19950,3,0.19
7940,23940,3,0.19
8691,20307,3,0.19
15702,19234,3,0.19
15702,20072,3,0.19
15702,24730,3,0.19
19234,20072,3,0.19
19234,20307,3,0.19
19234,24730,3,0.19
20072,24730,3,0.19
13740,17032,3,0.19
13740,18662,3,0.19
13740,18885,3,0.19
13740,19950,3,0.19
13740,23940,3,0.19
17032,18885,3,0.19
18974,20307,3,0.19
18885,23940,3,0.19
19950,23940,3,0.19
1846,8501,3,0.19
5673,9837,3,0.19
3946,25488,3,0.19
5302,24505,3,0.19
1846,17582,3,0.19
3355,8501,3,0.19
3355,17582,3,0.19
2135,18885,3,0.19
2135,19950,3,0.19
7940,13740,3,0.19
7940,17032,3,0.19
7940,18662,3,0.19
2679,5782,3,0.19
5782,24505,3,0.19
2551,26064,3,0.19
20822,28518,3,0.19
3430,20646,3,0.19
17032,23940,3,0.19
18662,18885,3,0.19
18662,19950,3,0.19
18662,23940,3,0.19
18885,19950,3,0.19
2679,17042,3,0.19
2679,20620,3,0.19
17042,20620,3,0.19
24057,27290,3,0.19
10544,28576,3,0.19
17259,24964,3,0.19
17259,28576,3,0.19
20764,24964,3,0.19
5302,25488,3,0.19
5688,26183,3,0.19
1810,13108,3,0.19
24964,28576,3,0.19
2263,4735,3,0.19
2263,21000,3,0.19
4735,21000,3,0.19
4361,24964,3,0.19
4361,28576,3,0.19
5667,5772,3,0.19
5667,10544,3,0.19
5667,17259,3,0.19
5667,20764,3,0.19
5667,24964,3,0.19
5667,28576,3,0.19
5772,10544,3,0.19
6960,19873,3,0.19
11474,15701,3,0.19
11474,18565,3,0.19
11474,28139,3,0.19
11433,29095,3,0.19
5772,17259,3,0.19
5772,24964,3,0.19
10544,17259,3,0.19
10544,20764,3,0.19
10544,28138,3,0.19
1943,5667,3,0.19
1943,5772,3,0.19
1943,10544,3,0.19
1943,20764,3,0.19
1943,24964,3,0.19
1943,28576,3,0.19
4361,5667,3,0.19
5786,19873,3,0.19
4361,10544,3,0.19
4361,17259,3,0.19
2859,18502,3,0.19
2859,25560,3,0.19
5688,28504,3,0.19
60,5670,3,0.19
1794,18389,3,0.19
2859,2868,3,0.19
3223,19572,3,0.19
4564,14954,3,0.19
4564,19572,3,0.19
4852,19572,3,0.19
14954,19283,3,0.19
14954,19572,3,0.19
14954,20484,3,0.19
19283,19572,3,0.19
19283,20484,3,0.19
19572,20484,3,0.19
19572,25560,3,0.19
20484,25560,3,0.19
1765,28504,3,0.19
3987,28518,3,0.19
4564,17625,3,0.19
4564,19568,3,0.19
8852,12618,3,0.19
15701,24057,3,0.19
20751,28139,3,0.19
4019,23018,3,0.19
20559,25560,3,0.19
20559,27267,3,0.19
897,29289,3,0.19
21397,29289,3,0.19
1852,3389,3,0.19
3223,14954,3,0.19
16871,28518,3,0.19
19358,27267,3,0.19
2291,4564,3,0.19
2690,10502,3,0.19
2690,27267,3,0.19
51,8013,3,0.19
4611,5756,3,0.19
2068,13195,3,0.19
178,25560,3,0.19
2429,19590,3,0.19
1946,16733,3,0.19
19218,24504,3,0.19
20337,24351,3,0.19
5746,18163,3,0.19
5746,21425,3,0.19
3281,4564,3,0.19
174,26593,3,0.19
4355,28138,3,0.19
19848,28932,3,0.19
8285,29289,3,0.19
15317,19590,3,0.19
5688,5698,3,0.19
19590,25988,3,0.19
2096,6710,3,0.19
8356,8378,3,0.19
8356,11256,3,0.19
8356,28932,3,0.19
8378,11256,3,0.19
8852,11474,3,0.19
19336,25560,3,0.19
18298,25560,3,0.19
4564,17148,3,0.19
4852,18517,3,0.19
8378,28932,3,0.19
11256,28932,3,0.19
5667,20337,3,0.19
5037,8356,3,0.19
5037,8378,3,0.19
5037,11256,3,0.19
5037,28932,3,0.19
4072,25560,3,0.19
5670,14949,3,0.19
3223,4139,3,0.19
3389,5786,3,0.19
6991,19590,3,0.19
18389,24057,3,0.19
4072,5673,3,0.19
7003,10746,3,0.19
7003,19336,3,0.19
15971,21793,3,0.19
2219,3389,3,0.19
3223,22654,3,0.19
22654,25560,3,0.19
51,6163,3,0.19
9866,23333,3,0.19
12602,15290,3,0.19
12602,16351,3,0.19
12602,16758,3,0.19
12602,23333,3,0.19
15290,16351,3,0.19
3934,5782,3,0.19
5782,17267,3,0.19
20307,21374,3,0.19
1860,19336,3,0.19
3770,22208,3,0.19
5673,27191,3,0.19
4262,4448,3,0.19
4262,4449,3,0.19
4262,4622,3,0.19
4262,5300,3,0.19
15290,16758,3,0.19
15290,23333,3,0.19
16351,16758,3,0.19
16351,23333,3,0.19
16758,23333,3,0.19
24248,28139,3,0.19
1378,5782,3,0.19
6818,9866,3,0.19
6818,12602,3,0.19
6818,15290,3,0.19
6818,16351,3,0.19
6818,16758,3,0.19
6818,23333,3,0.19
9864,9866,3,0.19
9864,12602,3,0.19
9864,15290,3,0.19
9864,16351,3,0.19
9864,16758,3,0.19
9864,23333,3,0.19
9866,12602,3,0.19
9866,15290,3,0.19
9866,16351,3,0.19
9866,16758,3,0.19
14646,24248,3,0.19
20337,28785,3,0.19
28139,28785,3,0.19
11464,20337,3,0.19
3223,28107,3,0.19
3389,28107,3,0.19
5667,24057,3,0.19
5667,25560,3,0.19
1794,5670,3,0.19
6818,9864,3,0.19
4448,5300,3,0.19
4448,9851,3,0.19
4448,18661,3,0.19
4448,18963,3,0.19
4448,19415,3,0.19
4449,4622,3,0.19
4449,5300,3,0.19
4449,9851,3,0.19
4449,18661,3,0.19
4449,18963,3,0.19
14949,14951,3,0.19
2311,24556,3,0.19
5673,24031,3,0.19
2291,10479,3,0.19
4455,5697,3,0.19
22442,25560,3,0.19
2614,12758,3,0.19
25560,28224,3,0.19
19848,28115,3,0.19
19816,28138,3,0.19
1861,19590,3,0.19
3223,8285,3,0.19
5786,8285,3,0.19
85,20337,3,0.19
3770,28785,3,0.19
5302,19025,3,0.19
19025,20337,3,0.19
4062,17278,3,0.19
19415,20764,3,0.19
5300,18661,3,0.19
5300,18963,3,0.19
5300,19415,3,0.19
9851,18661,3,0.19
9851,18963,3,0.19
9851,19415,3,0.19
18661,18963,3,0.19
18661,19415,3,0.19
4262,18661,3,0.19
4262,18963,3,0.19
4262,19415,3,0.19
4448,4449,3,0.19
3998,12758,3,0.19
2470,8148,3,0.19
2470,20337,3,0.19
3223,6126,3,0.19
4062,6126,3,0.19
3,25560,3,0.19
6016,25560,3,0.19
8852,15582,3,0.19
2625,8546,3,0.19
10954,19590,3,0.19
5790,15701,3,0.19
1889,3223,3,0.19
1889,19590,3,0.19
20337,23233,3,0.19
13850,22236,3,0.19
2470,6126,3,0.19
4361,29289,3,0.19
13195,18389,3,0.19
51,28346,3,0.19
1847,3073,3,0.19
1847,28346,3,0.19
3073,28346,3,0.19
4852,28346,3,0.19
3658,5782,3,0.19
1868,21466,3,0.19
329,2006,3,0.19
329,24290,3,0.19
329,24292,3,0.19
4449,19415,3,0.19
4622,9851,3,0.19
4622,18661,3,0.19
4622,19415,3,0.19
5300,9851,3,0.19
3953,20337,3,0.19
4852,8148,3,0.19
6126,8148,3,0.19
6126,20337,3,0.19
78,8148,3,0.19
78,20337,3,0.19
1378,1930,3,0.19
1378,6126,3,0.19
14629,20337,3,0.19
51,1861,3,0.19
3223,28108,3,0.19
2006,24830,3,0.19
1930,6126,3,0.19
1930,8148,3,0.19
2470,3223,3,0.19
51,831,3,0.19
5790,9554,3,0.19
5790,28378,3,0.19
4852,6126,3,0.19
2006,24831,3,0.19
24290,24292,3,0.19
24290,24829,3,0.19
24290,24830,3,0.19
24290,24831,3,0.19
24292,24829,3,0.19
24292,24830,3,0.19
24292,24831,3,0.19
24829,24830,3,0.19
2692,5673,3,0.19
4492,5673,3,0.19
44,17299,3,0.19
44,22295,3,0.19
14677,28139,3,0.19
1378,8148,3,0.19
1930,4062,3,0.19
1930,4852,3,0.19
1200,19234,3,0.19
329,24829,3,0.19
329,24830,3,0.19
329,24831,3,0.19
2006,24292,3,0.19
2006,24829,3,0.19
5701,23623,3,0.19
20498,28139,3,0.19
78,2470,3,0.19
78,3223,3,0.19
78,4062,3,0.19
78,6126,3,0.19
4564,23304,3,0.19
20764,23940,3,0.19
5786,22109,3,0.19
24830,24831,3,0.19
29289,29342,3,0.19
3437,5673,3,0.19
3437,5688,3,0.19
4466,5670,3,0.19
4466,5688,3,0.19
51,29342,3,0.19
3442,5302,3,0.19
3442,11245,3,0.19
5365,7666,3,0.19
78,1378,3,0.19
78,1930,3,0.19
10746,11245,3,0.19
10746,18163,3,0.19
10746,20822,3,0.19
5687,6003,3,0.19
3709,24057,3,0.19
12774,20350,3,0.19
4262,4907,3,0.19
1847,19848,3,0.19
3998,4270,3,0.19
4852,23044,3,0.19
17042,27267,3,0.19
10746,18868,3,0.19
8180,17299,3,0.19
8180,22295,3,0.19
3998,19590,3,0.19
17045,19590,3,0.19
4564,21466,3,0.19
15928,27267,3,0.19
2068,24057,3,0.19
1765,1847,3,0.19
1765,12618,3,0.19
8501,19415,3,0.19
5782,21991,3,0.19
24032,27457,3,0.19
5671,10746,3,0.19
1918,4549,3,0.19
17582,24253,3,0.19
3709,4262,3,0.19
22252,28576,3,0.19
1822,4496,3,0.19
1822,24032,3,0.19
1822,27457,3,0.19
4496,23632,3,0.19
4496,24031,3,0.19
4496,27457,3,0.19
23632,27457,3,0.19
5733,28275,3,0.19
19590,22840,3,0.19
333,6362,3,0.19
333,26594,3,0.19
3437,25560,3,0.19
1946,5733,3,0.19
15665,29289,3,0.19
4455,10546,3,0.19
18601,22123,3,0.19
19711,20048,3,0.19
19711,22123,3,0.19
20048,22123,3,0.19
51,2068,3,0.19
51,7746,3,0.19
28115,29289,3,0.19
6961,27267,3,0.19
1918,5746,3,0.19
5670,18046,3,0.19
5670,18095,3,0.19
5670,21437,3,0.19
6710,18046,3,0.19
6710,18095,3,0.19
6710,21437,3,0.19
18046,18095,3,0.19
18046,21437,3,0.19
18095,21437,3,0.19
3355,10422,3,0.19
10422,16636,3,0.19
10422,19218,3,0.19
2197,18601,3,0.19
2197,19711,3,0.19
2197,20048,3,0.19
2197,22123,3,0.19
2766,19711,3,0.19
1868,12618,3,0.19
1852,12758,3,0.19
1852,19848,3,0.19
1825,28823,3,0.19
3946,28823,3,0.19
3770,19711,3,0.19
3770,20048,3,0.19
13108,19711,3,0.19
13108,20048,3,0.19
18601,19711,3,0.19
18601,20048,3,0.19
1812,2197,3,0.19
20461,28518,3,0.19
2551,22810,3,0.19
1841,17460,3,0.19
2625,27267,3,0.19
60,3946,3,0.19
60,28823,3,0.19
1824,3946,3,0.19
1824,28823,3,0.19
1825,3946,3,0.19
11474,28497,3,0.19
5670,20429,3,0.19
22810,28227,3,0.19
2766,20048,3,0.19
2766,22123,3,0.19
51,22273,3,0.19
22273,26593,3,0.19
22273,28275,3,0.19
22273,29581,3,0.19
4852,18389,3,0.19
2068,28275,3,0.19
3770,28115,3,0.19
5697,10502,3,0.19
28115,28518,3,0.19
3869,28209,3,0.19
23858,28209,3,0.19
23858,28518,3,0.19
23858,29581,3,0.19
3223,17338,3,0.19
3223,23127,3,0.19
10502,29095,3,0.19
5688,18295,3,0.19
3936,17042,3,0.19
1812,2766,3,0.19
1812,19711,3,0.19
1812,20048,3,0.19
1812,22123,3,0.19
2197,2766,3,0.19
3946,8148,3,0.19
26593,28209,3,0.19
28209,29581,3,0.19
3223,20461,3,0.19
5670,8546,3,0.19
5786,27932,3,0.19
5790,24253,3,0.19
28108,28138,3,0.19
278,3869,3,0.19
278,23858,3,0.19
278,26593,3,0.19
278,28209,3,0.19
278,29581,3,0.19
3869,23858,3,0.19
51,4361,3,0.19
17460,19873,3,0.19
3657,3668,3,0.19
1439,26064,3,0.19
3451,6608,3,0.19
2400,19848,3,0.19
4312,19590,3,0.19
4676,28138,3,0.19
2197,25560,3,0.19
4852,17338,3,0.19
19568,19590,3,0.19
5756,21778,3,0.19
5756,23012,3,0.19
20763,21778,3,0.19
20763,23012,3,0.19
21778,23012,3,0.19
5667,5670,3,0.19
51,20763,3,0.19
51,23012,3,0.19
1824,3354,3,0.19
1824,20763,3,0.19
1824,21778,3,0.19
1824,23012,3,0.19
3223,23012,3,0.19
3354,5756,3,0.19
3354,20763,3,0.19
3354,21778,3,0.19
3354,23012,3,0.19
5670,20763,3,0.19
5670,21778,3,0.19
5670,23012,3,0.19
5756,20763,3,0.19
17951,28518,3,0.19
6003,6960,3,0.19
6960,26404,3,0.19
26404,28139,3,0.19
5673,23981,3,0.19
5673,29230,3,0.19
5756,23975,3,0.19
5756,23981,3,0.19
5756,29230,3,0.19
20911,23975,3,0.19
20911,23981,3,0.19
20911,29230,3,0.19
23975,29230,3,0.19
23981,29230,3,0.19
2400,19590,3,0.19
11431,23020,3,0.19
20106,28518,3,0.19
2780,5673,3,0.19
2780,5756,3,0.19
2780,20911,3,0.19
2780,23975,3,0.19
2780,23981,3,0.19
2780,29230,3,0.19
51,20106,3,0.19
5993,19590,3,0.19
5993,20337,3,0.19
275,4974,3,0.19
275,5193,3,0.19
275,5782,3,0.19
275,5993,3,0.19
3223,4974,3,0.19
5746,18389,3,0.19
4974,5193,3,0.19
4974,5782,3,0.19
4974,5993,3,0.19
4974,19590,3,0.19
4974,20337,3,0.19
4974,28497,3,0.19
4564,27647,3,0.19
2551,9485,3,0.19
2551,27582,3,0.19
3461,23233,3,0.19
5193,5993,3,0.19
5193,20337,3,0.19
5782,5993,3,0.19
4611,29581,3,0.19
51,4974,3,0.19
51,5993,3,0.19
4564,19816,3,0.19
16837,26593,3,0.19
16837,26594,3,0.19
12868,19848,3,0.19
18662,19848,3,0.19
18662,27267,3,0.19
27737,28275,3,0.19
2625,23020,3,0.19
5790,9743,3,0.19
3383,5790,3,0.19
644,13195,3,0.19
51,21825,3,0.19
5673,15582,3,0.19
1788,15350,3,0.19
4564,15350,3,0.19
4564,16816,3,0.19
5782,22303,3,0.19
8674,29581,3,0.19
60,3389,3,0.19
13195,16988,3,0.19
1845,2867,3,0.19
4062,16869,3,0.19
3389,10746,3,0.19
2324,19882,3,0.19
1900,28518,3,0.19
10954,25488,3,0.19
5701,5783,3,0.19
5701,24615,3,0.19
3709,20429,3,0.19
2862,18565,3,0.19
4630,18389,3,0.19
18389,19848,3,0.19
22822,28362,3,0.19
5042,10474,3,0.19
5670,28362,3,0.19
5042,5673,3,0.19
1788,20911,3,0.19
17299,19460,3,0.19
18295,26594,3,0.19
19460,22295,3,0.19
3946,14645,3,0.19
4564,25488,3,0.19
7186,21133,3,0.19
10954,24506,3,0.19
4361,20911,3,0.19
25625,28209,3,0.19
5790,29342,3,0.19
16869,25560,3,0.19
49,18389,3,0.19
4446,7000,3,0.19
18389,23992,3,0.19
1788,4361,3,0.19
2817,25625,3,0.19
2817,28209,3,0.19
17360,19148,3,0.19
17360,23552,3,0.19
17360,24304,3,0.19
17360,25625,3,0.19
17360,28209,3,0.19
19148,23552,3,0.19
19148,24304,3,0.19
19148,25625,3,0.19
19148,28209,3,0.19
23552,24304,3,0.19
23552,25625,3,0.19
23552,28209,3,0.19
24304,25625,3,0.19
24304,28209,3,0.19
2001,5790,3,0.19
6963,26593,3,0.19
6963,26594,3,0.19
4574,22405,3,0.19
2429,25560,3,0.19
22685,25560,3,0.19
22685,29095,3,0.19
731,3643,3,0.19
4564,22307,3,0.19
2817,17360,3,0.19
2817,19148,3,0.19
2817,23552,3,0.19
2817,24304,3,0.19
4803,18953,3,0.19
3442,12618,3,0.19
60,10746,3,0.19
8546,21451,3,0.19
9743,21451,3,0.19
2699,3281,3,0.19
17045,23941,3,0.19
20337,23941,3,0.19
11732,26593,3,0.19
21374,24057,3,0.19
1847,11428,3,0.19
3223,26222,3,0.19
3223,26224,3,0.19
9743,28823,3,0.19
22252,28823,3,0.19
1810,10746,3,0.19
1868,21135,3,0.19
10746,21135,3,0.19
1468,17299,3,0.19
1468,22295,3,0.19
17574,24031,3,0.19
2867,9743,3,0.19
2867,22252,3,0.19
2867,28823,3,0.19
3389,22252,3,0.19
3389,28823,3,0.19
8285,9743,3,0.19
8285,22252,3,0.19
8285,28823,3,0.19
9743,22252,3,0.19
1837,2867,3,0.19
3090,22195,3,0.19
4574,20337,3,0.19
17032,18295,3,0.19
14630,28138,3,0.19
2693,2867,3,0.19
1837,3389,3,0.19
1837,8285,3,0.19
1837,9743,3,0.19
1837,17299,3,0.19
1837,20307,3,0.19
1837,22252,3,0.19
1837,22295,3,0.19
1837,28823,3,0.19
3389,3946,3,0.19
3770,4212,3,0.19
4212,13108,3,0.19
3936,20165,3,0.19
139,3223,3,0.19
2867,8285,3,0.19
3919,5670,3,0.19
4549,22771,3,0.19
5790,11403,3,0.19
5790,22771,3,0.19
8852,11403,3,0.19
8852,22771,3,0.19
11403,22771,3,0.19
11403,24573,3,0.19
11403,26331,3,0.19
22771,24573,3,0.19
24573,26331,3,0.19
1788,22307,3,0.19
14851,18111,3,0.19
2551,15033,3,0.19
8175,8176,3,0.19
2671,5790,3,0.19
2671,8852,3,0.19
2671,11403,3,0.19
2671,22771,3,0.19
2671,24573,3,0.19
2671,26331,3,0.19
1367,3223,3,0.19
10746,20165,3,0.19
6673,13108,3,0.19
21135,28576,3,0.19
6724,27267,3,0.19
4062,21534,3,0.19
20192,21486,3,0.19
21486,21534,3,0.19
21486,26064,3,0.19
1868,3643,3,0.19
4564,10175,3,0.19
5756,29581,3,0.19
3963,5673,3,0.19
5670,10474,3,0.19
5702,6016,3,0.19
1849,20192,3,0.19
1849,21486,3,0.19
1849,21534,3,0.19
2697,3021,3,0.19
2697,21486,3,0.19
23977,23983,3,0.19
3021,20192,3,0.19
3021,21486,3,0.19
3021,21534,3,0.19
4062,21486,3,0.19
4852,21991,3,0.19
5670,20911,3,0.19
21991,28576,3,0.19
10175,25560,3,0.19
1946,21991,3,0.19
8852,28576,3,0.19
3389,17062,3,0.19
3389,24608,3,0.19
4852,24608,3,0.19
13850,17062,3,0.19
13850,24608,3,0.19
6163,9967,3,0.19
6163,10746,3,0.19
6163,11426,3,0.19
6163,11428,3,0.19
4852,14038,3,0.19
4455,5756,3,0.19
4852,23052,3,0.19
23052,26593,3,0.19
23052,28275,3,0.19
23052,29581,3,0.19
1946,20383,3,0.19
1946,28932,3,0.19
20383,24487,3,0.19
20383,24488,3,0.19
20383,28932,3,0.19
178,1946,3,0.19
178,8852,3,0.19
5754,25560,3,0.19
6163,24832,3,0.19
9967,11426,3,0.19
9967,11428,3,0.19
9967,16984,3,0.19
9967,17455,3,0.19
9967,17457,3,0.19
9967,18099,3,0.19
10746,11426,3,0.19
10746,16984,3,0.19
10746,17455,3,0.19
10746,17457,3,0.19
2137,3389,3,0.19
2137,4852,3,0.19
2137,13850,3,0.19
2137,17062,3,0.19
2137,24608,3,0.19
11426,24832,3,0.19
11428,16984,3,0.19
11428,17457,3,0.19
11428,18099,3,0.19
16984,18099,3,0.19
16984,24832,3,0.19
17455,17457,3,0.19
17455,18099,3,0.19
17457,18099,3,0.19
17457,24832,3,0.19
6163,17455,3,0.19
6163,17457,3,0.19
6163,18099,3,0.19
22785,24253,3,0.19
5746,20109,3,0.19
26183,29095,3,0.19
10746,18099,3,0.19
11426,16984,3,0.19
11426,17455,3,0.19
11426,17457,3,0.19
11426,18099,3,0.19
5786,18601,3,0.19
6710,18601,3,0.19
5754,28138,3,0.19
20764,25988,3,0.19
20764,25989,3,0.19
818,17299,3,0.19
818,22295,3,0.19
1758,23052,3,0.19
1758,28275,3,0.19
2591,26593,3,0.19
2591,29581,3,0.19
1886,27267,3,0.19
20098,22693,3,0.19
154,731,3,0.19
154,4655,3,0.19
11265,11283,3,0.19
11269,11273,3,0.19
11269,11283,3,0.19
11273,11281,3,0.19
11273,11283,3,0.19
11281,11283,3,0.19
731,17638,3,0.19
731,18924,3,0.19
4655,11362,3,0.19
4655,12436,3,0.19
4655,13758,3,0.19
14677,24057,3,0.19
21991,28497,3,0.19
17909,18685,3,0.19
17909,22406,3,0.19
17909,23291,3,0.19
17909,29415,3,0.19
18685,22406,3,0.19
18685,23291,3,0.19
18685,29415,3,0.19
22406,23291,3,0.19
12436,17638,3,0.19
12436,18924,3,0.19
12436,23973,3,0.19
12436,23974,3,0.19
13758,17638,3,0.19
154,11362,3,0.19
154,12436,3,0.19
154,13758,3,0.19
154,17638,3,0.19
154,18924,3,0.19
154,23973,3,0.19
154,23974,3,0.19
731,4655,3,0.19
731,11362,3,0.19
731,12436,3,0.19
731,13758,3,0.19
3191,16946,3,0.19
3191,20790,3,0.19
3191,21374,3,0.19
3191,24502,3,0.19
3191,24963,3,0.19
4655,17638,3,0.19
4655,18924,3,0.19
4655,23973,3,0.19
4655,23974,3,0.19
11362,12436,3,0.19
11362,13758,3,0.19
11362,17638,3,0.19
11362,18924,3,0.19
11362,23973,3,0.19
11362,23974,3,0.19
12436,13758,3,0.19
5595,20790,3,0.19
5595,21374,3,0.19
5595,24502,3,0.19
5595,24963,3,0.19
5782,12028,3,0.19
13758,18924,3,0.19
13758,23973,3,0.19
13758,23974,3,0.19
17638,18924,3,0.19
17638,23973,3,0.19
17638,23974,3,0.19
18924,23973,3,0.19
18924,23974,3,0.19
3191,3987,3,0.19
3191,5595,3,0.19
3191,12028,3,0.19
16946,21374,3,0.19
16946,24502,3,0.19
16946,24963,3,0.19
20790,21374,3,0.19
20790,24502,3,0.19
3987,5595,3,0.19
3987,5782,3,0.19
3987,12028,3,0.19
3987,16946,3,0.19
3987,20790,3,0.19
3987,21374,3,0.19
3987,24502,3,0.19
3987,24963,3,0.19
5595,5782,3,0.19
5595,12028,3,0.19
5595,16946,3,0.19
12028,20790,3,0.19
12028,21374,3,0.19
12028,24502,3,0.19
12028,24963,3,0.19
16946,20790,3,0.19
3364,17091,3,0.19
3364,17909,3,0.19
3364,18685,3,0.19
3364,22406,3,0.19
3364,23291,3,0.19
3364,29415,3,0.19
17091,17909,3,0.19
17091,18685,3,0.19
17091,22406,3,0.19
17091,23291,3,0.19
17091,29415,3,0.19
20790,24963,3,0.19
21374,24502,3,0.19
21374,24963,3,0.19
24502,24963,3,0.19
1860,6694,3,0.19
5782,16946,3,0.19
5782,20790,3,0.19
5782,24502,3,0.19
